,company_name,company_industry
9469,Citizens Hospital,Healthcare
9470,Esko Die Casting,Electronics Manufacturing
9471,Hykon,Electronics Manufacturing
9472,National Public School,Education & Training
9473,Rucha Group Of Industries,Industrial Machinery
9474,P&R Infraprojects,Engineering & Construction
9475,Clinic Dermatech,Beauty & Personal Care
9476,Ahlada Engineers,Furniture & Furnishing
9477,Sandip University,Education & Training
9478,Il&fs Environmental Infrastructure And Services,Waste Management
9479,Sarda Metals & Alloys,Metals & Mining
9480,Reliobrix Consulting,Real Estate
9481,Kpmg Resource Centre,
9482,Tv9,Media & Entertainment
9483,Exemed Pharmaceuticals,Pharma
9484,Guru Nanak Auto Enterprises,Auto Components
9485,Firstsource Laboratory Solutions Llp,Industrial Machinery
9486,Modern Public School,Education & Training
9487,Umasons Auto Compo,Auto Components
9488,Bikaji Foods,FMCG
9489,Aster Teleservices,Telecom
9490,Hofincons Group,Financial Services
9491,Maya Digital Studios,Animation & VFX
9492,Crescon Projects & Services,IT Services & Consulting
9493,IRON TRIANGLE LIMITED (BACK BONE OFFICE),Engineering & Construction
9494,KLM Laboratories,
9495,Eurofins Advinus,Pharma
9496,Fleet Studio Technologies,Software Product
9497,The Mathrubhumi Printing and Publishing,Broadcasting
9498,Vengai Software Solutions,IT Services & Consulting
9499,Apollo Life,Healthcare
9500,"Ministry of Health , Kingdom of Saudi Arabia",Telecom
9501,Kider india,Logistics
9502,TGB Banquets and Hotels,Hospitality
9503,Staffnurse,Recruitment
9504,Maaden Aluminium Co,Metals & Mining
9505,Srinivasa Farms,Food Processing
9506,NSSL,Industrial Machinery
9507,HealthAssure,Fitness & Wellness
9508,Tvisha Technologies,IT Services & Consulting
9509,Datt Mediproducts,Medical Equipment
9510,vConstruct,Engineering & Construction
9511,Tenova,Metals & Mining
9512,Public School,Education & Training
9513,D-VoiS Communications,Telecom
9514,Mobicule Technologies,Software Product
9515,HTIS Telecom,Telecom
9516,KCCEC,Engineering & Construction
9517,Oxalis Pharmaceuticals,Pharma
9518,Jhajharia Nirman,Engineering & Construction
9519,Dakshin Haryana Bijli Vitran Nigam,Power
9520,Deutsche Telekom,Telecom
9521,Tekwissen,IT Services & Consulting
9522,Advance Auto Parts,Auto Components
9523,Mizuho Bank,Banking
9524,Uniworld Logistics,Logistics
9525,Ekya Schools,Education & Training
9526,Reliable Spaces,Real Estate
9527,Qarmatek Services,Facility Management Services
9528,Haribhakti & Co. LLP,Accounting & Auditing
9529,Brandzstorm India,Retail
9530,Aaa Capital Services,Financial Services
9531,Solaimalai Enterprises,Logistics
9532,Jaatvedas Construction Company,Engineering & Construction
9533,Java R & D,IT Services & Consulting
9534,Jocata Financial Advisory and Technology,Financial Services
9535,Shree Satya Sai Vidyalaya,Education & Training
9536,Zentiva,
9537,Tutopia,
9538,Outbooks Outsourcing,Accounting & Auditing
9539,Actalent Engineering & Sciences,IT Services & Consulting
9540,LatentBridge,IT Services & Consulting
9541,Tutopia,
9542,Reliance Smart Point,
9543,Induct Solutions,IT Services & Consulting
9544,Denso Kirloskar Industries,
9545,Qinecsa Solutions,
9546,V-Soft Consulting,IT Services & Consulting
9547,Daimler,Automobile
9548,United Nations,Other
9549,Ascendum Solutions,BPO
9550,Abir Infrastructure,Engineering & Construction
9551,Intec Capital,FMCG
9552,Srijan Technologies,IT Services & Consulting
9553,Orange County Resorts & Hotels,Hospitality
9554,CoreEL Technologies,Electronics Manufacturing
9555,Arshiya International,Logistics
9556,Axis Mutual Fund,Financial Services
9557,JSS Medical Research,Clinical Research
9558,Endurance International Group,IT Services & Consulting
9559,Lilliput Kidswear,Retail
9560,Futures First info Services,Financial Services
9561,Future Market Insights,Analytics & KPO
9562,Tantia Constructions,Engineering & Construction
9563,Aruba Networks,Hardware & Networking
9564,SPM Instrument,Industrial Automation
9565,Labindia Instruments,Industrial Automation
9566,NISC Export Services,Printing & Publishing
9567,Metaminds Software Solutions,IT Services & Consulting
9568,Net2source,Recruitment
9569,Labindia Instruments,Industrial Automation
9570,Tantia Constructions,Engineering & Construction
9571,Srijan Technologies,IT Services & Consulting
9572,Nineleaps Technology Solutions,IT Services & Consulting
9573,SVAM Power Plants,Power
9574,ETA General,Consumer Electronics & Appliances
9575,Encardio Rite Electronics,Engineering & Construction
9576,Sai Construction,Engineering & Construction
9577,ACL Mobile,Telecom
9578,NISC Export Services,Printing & Publishing
9579,Endurance International Group,IT Services & Consulting
9580,HR+,Recruitment
9581,Aruba Networks,Hardware & Networking
9582,CoreEL Technologies,Electronics Manufacturing
9583,SRS Group,Consulting
9584,Ayushman Hospital & Health Services,Healthcare
9585,Analogics Group,
9586,Edelweiss Agri Value Chain,Financial Services
9587,RATNATRIS PHARMACEUTICALS PRIVATE LIMITED,Pharma
9588,Proto-D Engineering,Manufacturing
9589,Hirotec,Auto Components
9590,Volkswagen Finance,NBFC
9591,M.R.P.L,Oil & Gas
9592,Kewaunee Labway,Furniture & Furnishing
9593,Petrofac Emirates LLC,Petrochemicals
9594,Tekshapers Software Solutions,IT Services & Consulting
9595,Employees State Insurance Corporation,Insurance
9596,Fortis Malar Hospital,Healthcare
9597,PageTraffic Web-Tech,IT Services & Consulting
9598,Indira Gandhi National Open University,Education & Training
9599,Abaris Healthcare,Pharma
9600,Vishal Fabricators,Fashion & Textile
9601,Ion Exchange Services,Waste Management
9602,Happy Forging,Auto Components
9603,Automotive Research Association of India,Auto Components
9604,Damati Plastics,Petrochemicals
9605,Gupta Exim,Fashion & Textile
9606,Domex E-data,Software Product
9607,Shree Enterprises,Industrial Machinery
9608,Pacific It Consulting,Recruitment
9609,Saudi Iron And Steel,Iron & Steel
9610,Apollo Fiege Integrated Logistics,Logistics
9611,Sunstar Precision Forge,Auto Components
9612,Biltech Building Elements,Building Material
9613,Chromewell Engineering,Industrial Machinery
9614,Rachna Sagar,Printing & Publishing
9615,Hpcl Mumbai Refinery,
9616,Premier Carworld,Automobile
9617,Ascent Meditech,
9618,Special Protection Group,Government
9619,Foodcoast International,Food Processing
9620,Phronesis Partners,Analytics & KPO
9621,Planit Testing India,IT Services & Consulting
9622,Indian Spinal Injuries Centre,Healthcare
9623,KPI Partners,IT Services & Consulting
9624,Topsel Toyota,Automobile
9625,Access Infotech,IT Services & Consulting
9626,MG Automotives,Auto Components
9627,TekFriday Processing Solutions,IT Services & Consulting
9628,Firestar Diamond,Jewellery
9629,Cranedge,Industrial Machinery
9630,Future Market Insights,Analytics & KPO
9631,uCertify,EdTech
9632,Global Payments,FinTech
9633,Sona Alloys,Metals & Mining
9634,Axis Mutual Fund,Financial Services
9635,LEONI,Manufacturing
9636,Zifo RnD Solutions,IT Services & Consulting
9637,BLG Logistics,Logistics
9638,JSS Medical Research,Clinical Research
9639,Lilliput Kidswear,Retail
9640,Intec Capital,FMCG
9641,Travel Boutique Online,Travel & Tourism
9642,Arshiya International,Logistics
9643,Nexus Business Solutions,IT Services & Consulting
9644,Maini Materials Movement,Industrial Machinery
9645,Shree Bharat International,Fashion & Textile
9646,Unitech Plasto Components,Petrochemicals
9647,Reydel Automotive,Auto Components
9648,Shubham Flexible Packaging Machine Pvt. Ltd. Faridabad,Industrial Machinery
9649,Chhaya Prakashani,Education & Training
9650,Biomerieux,Biotechnology
9651,Sugar N Spice,Hospitality
9652,BIZONGO,Packaging
9653,Lloyd Healthcare,Pharma
9654,Mantena Group,Engineering & Construction
9655,Salcomp,
9656,Ilensys Technologies,IT Services & Consulting
9657,Bhartiya City Developers,Real Estate
9658,The Residency Group of Hotels,Hospitality
9659,Ravi Infrabuild Projects,Engineering & Construction
9660,SupportMart,IT Services & Consulting
9661,Bharati Vidyapeeth University,Education & Training
9662,Hpcl Biofuels,Oil & Gas
9663,Brindavan Bottlers,Beverage
9664,Digamber Finance,Financial Services
9665,Finwizard Technology,Financial Services
9666,Maharashtra State Power Generation Company,Power
9667,MAJID AL FUTTAIM RETAIL,Retail
9668,Arvind Textile Mills,Fashion & Textile
9669,Gainwell CAT,Industrial Machinery
9670,Tata Communications Payment Solutions,
9671,Ikon Retail,Fashion & Textile
9672,ADS Spirits,
9673,Mtg Learning Media,Printing & Publishing
9674,Akshar Elecinfra,Engineering & Construction
9675,EM3 Agri Services,IT Services & Consulting
9676,Srini Pharmaceuticals,Pharma
9677,Hydac,Industrial Machinery
9678,Thriveni Sainik Mining,Metals & Mining
9679,MNC AUTOMATION,Industrial Automation
9680,SMC Real Estate Advisors,Real Estate
9681,Crystal Travel,Internet
9682,Autosense,Auto Components
9683,Jaipur Golden Transport,Logistics
9684,NTT Communications,Telecom
9685,MResult Services,IT Services & Consulting
9686,Isagro (Asia) Agrochemicals,Analytics & KPO
9687,SPM Instrument,Industrial Automation
9688,Chopra Industries,Auto Components
9689,India Ratings & Research,Financial Services
9690,Digamber Finance,Financial Services
9691,Appsquadz Software,IT Services & Consulting
9692,BIZONGO,Packaging
9693,Sugar N Spice,Hospitality
9694,Academic World School,Education & Training
9695,Hydac,Industrial Machinery
9696,AN Prakash Construction Project Management Consultants,Management Consulting
9697,Sri Sreenivasa Constructions,Engineering & Construction
9698,Institute of Medical Sciences and Sum Hospital,Education & Training
9699,MAJID AL FUTTAIM RETAIL,Retail
9700,R.K. Group,Real Estate
9701,Finwizard Technology,Financial Services
9702,Maharashtra State Power Generation Company,Power
9703,St. Andrews Institute of Technology and Management,Education & Training
9704,Arvind Textile Mills,Fashion & Textile
9705,Gainwell CAT,Industrial Machinery
9706,Tata Communications Payment Solutions,
9707,Colgate Global Business Services,IT Services & Consulting
9708,SBI CREDIT CARD COLLECTION,Financial Services
9709,TP Central Odisha Distribution,Power
9710,Pagarbook,Software Product
9711,Wheels India - TVS Group,
9712,Competition Team Technology,
9713,PhableCare,Internet
9714,Niyo Solutions,Financial Services
9715,Winds E World,Retail
9716,EXPLEO INDIA INFOSYSTEMS,IT Services & Consulting
9717,DHL IT Services,
9718,efficiently,
9719,FX ABS Software Solutions,IT Services & Consulting
9720,Learnbay,
9721,Uv Infratech Systems,
9722,Electromech Material Handling Systems,Industrial Machinery
9723,JP Associates,Real Estate
9724,Carnival UK,Sports & Recreation
9725,Vasan Health Care,Healthcare
9726,Renu Electronics,Industrial Automation
9727,HUCON Solutions,Recruitment
9728,Emkay Global Financial Services,
9729,HH Global,IT Services & Consulting
9730,Ginesys,IT Services & Consulting
9731,Sigma Infosolutions,IT Services & Consulting
9732,VI-JOHN Group,FMCG
9733,AIT Global,IT Services & Consulting
9734,CHEP,Logistics
9735,CapitalVia,Financial Services
9736,Ayurvet,Healthcare
9737,SARE Homes,Real Estate
9738,KnowledgeHut,EdTech
9739,Anupam Industries,Industrial Machinery
9740,JIPMER,Education & Training
9741,Nature S Essence,Beauty & Personal Care
9742,ExcelaCom Technologies,IT Services & Consulting
9743,Intec Infonet,IT Services & Consulting
9744,Eastman Cast & Forge,Import & Export
9745,Ravindu Toyota,Auto Components
9746,St. Joseph's College,Education & Training
9747,Nalanda Educational Institutions,Education & Training
9748,Terumo Penpol,Medical Equipment
9749,Benzo Chem Industries,Chemicals
9750,Pritam International,Consumer Electronics & Appliances
9751,Karadi Path Education Company,Education & Training
9752,Kosan Crisplant,Oil & Gas
9753,Shirodkar Preci Comp,Industrial Machinery
9754,Sound Castings,Industrial Machinery
9755,Magnum,Food Processing
9756,The Global Green Company,Food Processing
9757,Lakshmi Electrical Control Systems,Electrical Equipment
9758,GE Money,Financial Services
9759,Affinity Global Advertising,Marketing & Advertising
9760,Span Pumps,Waste Management
9761,Amana Toyota,Automobile
9762,Weaverbird Engineering Technology,IT Services & Consulting
9763,Legero Lighting,Electronics Manufacturing
9764,Shiv Enterprises,Recruitment
9765,Samsara Shipping,Logistics
9766,Toyota Lakozy Auto,Automobile
9767,NHK Automotive Components India,Auto Components
9768,Valecha Engineering,Engineering & Construction
9769,Indore Composite,Telecom
9770,Dit University,Education & Training
9771,Surat Municipal Corporation,Government
9772,Magnum Mi Steel,Iron & Steel
9773,Nyk Auto Logistics,Logistics
9774,Innovare Labs,Pharma
9775,Zymr Systems,IT Services & Consulting
9776,SHR Lifestyles,Fashion & Textile
9777,SHOP CJ Network,Internet
9778,Right Tight Fasteners,Industrial Machinery
9779,SHREE AMBA INDUSTRIES,Auto Components
9780,Automag India Pvt Ltd Pune,Industrial Machinery
9781,Pooja Forge,Industrial Machinery
9782,White Shrub,
9783,Ms Global India Automotive,Auto Components
9784,Hind High Vacuum,Industrial Machinery
9785,Tele Access E-services,BPO
9786,Terminal Technologies (i),Telecom
9787,Abdul Ali Al Ajmi Company,Engineering & Construction
9788,Coromandel Agrico,Agro Chemicals
9789,VI-JOHN Group,FMCG
9790,Universal Construction Machinery And Equipment,Industrial Machinery
9791,RFCL,Analytics & KPO
9792,D2K Technologies India,IT Services & Consulting
9793,HH Global,IT Services & Consulting
9794,Textron,Aviation
9795,Alliance Group,Real Estate
9796,JIPMER,Education & Training
9797,Nature S Essence,Beauty & Personal Care
9798,Ayurvet,Healthcare
9799,Renu Electronics,Industrial Automation
9800,Nalanda Educational Institutions,Education & Training
9801,Commerce Pundit,IT Services & Consulting
9802,Bostik,Chemicals
9803,L Cube Innovative Solutions,IT Services & Consulting
9804,Aditya Auto Products & Engineering,Auto Components
9805,Supreme Court of India,Government
9806,Sigma Infosolutions,IT Services & Consulting
9807,Hind Terminals,Logistics
9808,Ginesys,IT Services & Consulting
9809,Kothari Medical Centre,Healthcare
9810,Advocate,IT Services & Consulting
9811,SGD PHARMA,Packaging
9812,Coromandel Agrico,Agro Chemicals
9813,ICRI,Education & Training
9814,RFCL,Analytics & KPO
9815,Bostik,Chemicals
9816,Right Tight Fasteners,Industrial Machinery
9817,Ms Global India Automotive,Auto Components
9818,L Cube Innovative Solutions,IT Services & Consulting
9819,Alliance Group,Real Estate
9820,Lasons India,Pharma
9821,Jabil,Design
9822,Alice Blue Commodities,FinTech
9823,Derewala Jewellery Industries,Jewellery
9824,Affinity Global Advertising,Marketing & Advertising
9825,Karadi Path Education Company,Education & Training
9826,Pandit Ventures,Software Product
9827,ADNOC Drilling,Metals & Mining
9828,Lokmanya Multipurpose Co-op Society,Financial Services
9829,News Nation,Broadcasting
9830,Swades Foundation,Non-Profit
9831,Godavari Polymers,Petrochemicals
9832,GE Money,Financial Services
9833,SHREE AMBA INDUSTRIES,Auto Components
9834,SHOP CJ Network,Internet
9835,Lakshmi Electrical Control Systems,Electrical Equipment
9836,Shirodkar Preci Comp,Industrial Machinery
9837,Sound Castings,Industrial Machinery
9838,Magnum,Food Processing
9839,Kern Liebers,Auto Components
9840,Tcg Digital Solutions,IT Services & Consulting
9841,Biryani Blues,Food Processing
9842,Doctors for you,Non-Profit
9843,Jabra Connect,Consumer Electronics & Appliances
9844,Maxvalue Credits & Investments,NBFC
9845,Eskag Sanjeevani,Healthcare
9846,Kothari Medical Centre,Healthcare
9847,Advocate,IT Services & Consulting
9848,Sleepwell,Furniture & Furnishing
9849,Sterling Information Resources,
9850,Arabian Fal Holding,Oil & Gas
9851,Migsun Group,Real Estate
9852,Zone By The Park Chennai,Hospitality
9853,Sms Integrated Facility Services,Facility Management Services
9854,Aqua Group,Industrial Machinery
9855,Anand Rathi Information Technology,IT Services & Consulting
9856,Vana Retreats,Fitness & Wellness
9857,Cambridge Technology Enterprises,IT Services & Consulting
9858,RNS Motors,Automobile
9859,Lokmanya Multipurpose Co-op Society,Financial Services
9860,News Nation,Broadcasting
9861,Moolya Software Testing,IT Services & Consulting
9862,Shri Ramswaroop Memorial Public School,Education & Training
9863,Polytechnic College,Education & Training
